term,weight
miss,0.026763446289338716
love,0.018350159934933507
good,0.01798620591534527
going,0.017080111360951687
watching,0.0165210916921658
wish,0.015215240057147226
just,0.01492992052950778
lol,0.013217422308865825
sad,0.012466194474956397
http,0.012391079985759368
