term,weight
just,0.016705872995453463
oc,0.016280844668245368
love,0.016158053276754313
like,0.01567266608259722
lol,0.015055086005127368
know,0.014507289755379956
thanks,0.013170704208654422
haha,0.012720239804210737
http,0.01236818502194123
good,0.010988903955419682
