term,weight
just,0.022090785286632733
headache,0.02205389345393883
sick,0.021147751506540247
hot,0.016537761363093914
feel,0.01625432088807324
hurts,0.016043750733604933
got,0.015583598357918348
eat,0.01425078042061912
like,0.014232486895132021
today,0.014097563043883918
