term,weight
http,0.02302961835068823
new,0.01848265272022783
com,0.017536147009517895
just,0.01624360947337081
work,0.014787538075837312
got,0.013976932486166336
thanks,0.013361114272550193
phone,0.01304738957841017
ok,0.012713761237453167
working,0.011847702363824389
